text	label
537	great steak great side great wine amazing dessert	1
538	bad martini ever	0
539	steak shrimp opinion good entree gc	1
540	opportunity today sample amazing pizza	1
541	wait thirty minute seat although vacant table folk wait	0
542	yellowtail carpaccio melt mouth fresh	1
543	try go back even empty	0
544	go eat potato find stranger hair	0
545	spicy enough perfect actually	1
546	last night second time dine happy decide go back	1
547	even hello right	0
548	dessert bit strange	0
549	boyfriend come first time recent trip vegas could pleased quality food service	1
550	really recommend place go wrong donut place	1
551	nice ambiance	1
552	would recommend save room	1
553	guess maybe go night disgraceful	0
554	however recent experience particular location good	0
555	know like restaurant something	0
556	avoid establishment	0
557	think restaurant suffer try hard enough	0
558	tapas dish delicious	1
559	heart place	1
560	salad bland vinegrette baby green heart palm	0
561	two feel disgusting	0
562	good time	1
563	believe place great stop huge belly hanker sushi	1
564	generous portion great taste	1
565	never go back place never ever recommend place anyone	0
566	server go back forth several time even much help	0
567	food delicious	1
568	hour seriously	0
569	consider theft	0
570	eew location need complete overhaul	0
571	recently witness poor quality management towards guest well	0
572	waited wait wait	0
573	also come back check regularly excellent service	1
574	server super nice check many time	1
575	pizza taste old super chewy good way	0
576	swing give try deeply disappointed	0
577	service good company well	1
578	staff also friendly efficient	1
579	service fan quick serve nice folk	1
580	boy sucker dry	0
581	rate	0
582	look authentic thai food go else	0
583	steak recommend	1
584	pull car wait another minute acknowledge	0
585	great food great service clean friendly setting	1
586	assure ill back	1
587	hate thing much cheap quality black olive	0
588	breakfast perpare great beautiful presentation giant slice toast lightly dust powdered sugar	1
589	kid play area nasty	0
590	great place fo take eat	1
591	waitress friendly happy accomodate veganveggie option	1
592	omg feel like never eat thai food dish	1
593	extremely crumby pretty tasteless	0
594	pale color instead nice char flavor	0
595	crouton also taste homemade extra plus	1
596	get home see dry damn wing ever	0
597	regular stop trip phoenix	1
598	really enjoy crema café expand even tell friend best breakfast	1
599	good money	0
600	miss wish one philadelphia	1
601	get sit fairly fast end wait minute place order another minute food arrive	0
602	also good cheese crisp town	1
603	good value great food great service	1
604	could ask satisfying meal	1
605	food good	1
606	awesome	1
607	want leave	0
608	make drive way north scottsdale one bit disappointed	1
609	eat	0
610	owners really really need quit soooooo cheap let wrap freaking sandwich two paper one	0
611	check place couple year ago impress	0
612	chicken get definitely reheat ok wedge cold soggy	0
613	sorry get food anytime soon	0
614	absolute must visit	1
615	cow tongue cheek taco amazing	1
616	friend like bloody mary	0
617	despite hard rate businesse actually rare give star	0
618	really want make experience good one	1
619	return	0
620	chicken pho taste bland	0
621	disappointing	0
622	grill chicken tender yellow saffron season	1
623	drive thru mean want wait around half hour food somehow end go make wait wait	0
624	pretty awesome place	1
625	ambience perfect	1
626	good luck rude noncustomer service focus new management	0
627	grandmother make roasted chicken better one	0
628	ask multiple time wine list time ignore go hostess get one	0
629	staff always super friendly helpful especially cool bring two small boy baby	1
630	four star food guy blue shirt great vibe still let eat	1
631	roast beef sandwich taste really good	1
632	evening drastically sick	0
633	highquality chicken chicken caesar salad	1
634	order burger rare come well	0
635	promptly greet seat	1
636	try go lunch madhouse	0
637	prove dead wrong sushi bar quality great service fast food impeccable	1
638	wait hour seat great mood	0
639	good joint	1
640	macarons insanely good	1
641	eat	0
642	waiter attentive friendly informative	1
643	maybe cold would somewhat edible	0
644	place lot promise fail deliver	0
645	bad experience	0
646	mistake	0
647	food average good	0
648	great food	1
649	go back anytime soon	0
650	disappointed order big bay plater	0
651	great place relax awesome burger beer	1
652	perfect sitdown family meal get together friend	1
653	much flavor poorly construct	0
654	patio seating comfortable	1
655	fry rice dry well	0
656	hand favorite italian restaurant	1
657	scream legit booksomethat also pretty rare vegas	1
658	fun experience	1
659	atmosphere great lovely duo violinist play song request	1
660	personally love hummus pita baklava falafel baba ganoush amazing eggplant	1
661	convenient since stay mgm	1
662	owner super friendly staff courteous	1
663	great	1
664	eclectic selection	1
665	sweet potato tot good onion ring perfection close	1
666	staff attentive	1
667	chef generous time even come around twice take picture	1
668	owner use work nobu place really similar half price	1
669	google mediocre imagine smashburger pop	0
670	go	0
671	promise disappoint	1
672	sushi lover avoid place mean	0
673	great double cheeseburger	1
674	awesome service food	1
675	fantastic neighborhood gem	1
676	wait go back	1
677	plantain bad ever taste	0
678	great place highly recommend	1
679	service slow attentive	0
680	give star give star	1
681	staff spend time talk	0
682	dessert panna cotta amazing	1
683	good food great	1
684	damn good steak	1
685	total brunch fail	0
686	price reasonable flavor spot sauce home make slaw drench mayo	1
687	decor nice piano music soundtrack pleasant	1
688	steak amazingrge fillet relleno good seafood plate ever	1
689	good food good service	1
690	absolutely amazing	1
691	probably back honest	0
692	definitely back	1
693	sergeant pepper beef sandwich auju sauce excellent sandwich well	1
694	hawaiian breeze mango magic pineapple delight smoothie try far good	1
695	go lunch service slow	0
696	much say place walk expect amazing quickly disappointed	0
697	mortify	0
698	needless say never back	0
699	anyways food definitely fill price pay expect	0
700	chip come drip grease mostly edible	0
701	really impressed strip steak	0
702	have go since every meal awesome	1
703	server nice attentive serving staff	1
704	cashier friendly even bring food	1
705	work hospitality industry paradise valley refrain recommend cibo longer	0
706	atmosphere fun	1
707	would recommend	0
708	service quick even go order like like	1
709	mean really get famous fish chip terrible	0
710	say mouth belly still quite pleased	1
711	thing	0
712	thumb	1
713	read please go	0
714	love grill pizza remind legit italian pizza	1
715	pro large seating area nice bar area great simple drink menu best brick oven pizza homemade dough	1
716	really nice atmosphere	1
717	tonight elk filet specialand suck	0
718	one bite hook	1
719	order old classic new dish go time sorely disappointed everything	0
720	cute quaint simple honest	1
721	chicken deliciously season perfect fry outside moist chicken inside	1
722	food great always compliment chef	1
723	special thank dylan t recommendation order yummy tummy	1
724	awesome selection beer	1
725	great food awesome service	1
726	one nice thing add gratuity bill since party large expect tip	1
727	fly apple juice fly	0
728	han nan chicken also tasty	1
729	service think good	1
730	food barely lukewarm must sit wait server bring	0
731	ryans bar definitely one edinburgh establishment revisit	0
732	nice chinese restaurant	1
733	overall like food service	1
734	also serve indian naan bread hummus spicy pine nut sauce world	1
735	probably never come back would recommend	0
736	friend pasta also bad barely touch	0
737	try airport experience tasty food speedy friendly service	1
738	love decor chinese calligraphy wall paper	1
739	never anything complain	1
740	restaurant clean family restaurant feel	1
741	way fry	0
742	sure long stand long enough begin feel awkwardly place	0
743	open sandwich impressed good way	0
744	will back	0
745	warm feeling service feel like guest special treat	1
746	extensive menu provide lot option breakfast	1
747	always order vegetarian menu dinner wide array option choose	1
748	watch price inflate portion get small management attitude grow rapidly	0
749	wonderful lil tapas ambience make feel warm fuzzy inside	1
750	get enjoy seafood salad fabulous vinegrette	1
751	wonton thin thick chewy almost melt mouth	1
752	level spicy perfect spice overwhelm soup	1
753	sit right time server get go fantastic	1
754	main thing enjoy crowd old crowd around mid	0
755	side town definitely spot ill hit	1
756	wait minute get drink longer get arepa	0
757	great place eat	1
758	jalapeno bacon soooo good	1
759	service poor nice	0
760	food good service good prices good	1
761	place clean food oh stale	0
762	chicken dish ok beef like shoe leather	0
763	service beyond bad	0
764	happy	1
765	taste like dirt	0
766	one place phoenix would definately go back	1
767	block amazing	1
768	close house lowkey nonfancy affordable price good food	1
769	hot sour egg flower soups absolutely star	1
770	sashimi poor quality soggy tasteless	0
771	great time family dinner sunday night	1
772	food tasty say real traditional hunan style	0
773	bother slow service	0
774	flair bartender absolutely amazing	1
775	frozen margarita way sugary taste	0
776	good order twice	1
777	nutshell restaraunt smell like combination dirty fish market sewer	0
778	girlfriend veal bad	0
779	unfortunately good	0
780	pretty satifying experience	1
781	join club get awesome offer via email	1
782	perfect someone like beer ice cold case even cold	1
783	bland flavorless good way describe barely tepid meat	0
784	chain fan beat place easily	0
785	nachos must	1
786	come back	0
787	many word say place everything pretty well	1
788	staff super nice quick even crazy crowd downtown jury lawyer court staff	1
789	great atmosphere friendly fast service	1
790	receive pita huge lot meat thumb	1
791	food arrive meh	0
792	pay hot dog fry look like come kid meal wienerschnitzel idea good meal	0
793	classic maine lobster roll fantastic	1
794	brother law work mall eat day guess sick night	0
795	good go review place twice hereas tribute place tribute event hold last night	1
796	chip salsa really good salsa fresh	1
797	place great	1
798	mediocre food	0
799	get inside impress place	1
800	super pissd	0
801	service super friendly	1
802	sad little vegetable overcook	0
803	place nice surprise	1
804	goldencrispy delicious	1
805	high hope place since burger cook charcoal grill unfortunately taste fall flat way flat	0
806	could eat bruschetta day devine	1
807	single employee come see ok even need water refill finally serve food	0
808	lastly mozzarella stick good thing order	1
809	first time ever come amazing experience still tell people awesome duck	1
810	server negligent need make feel unwelcome would suggest place	0
811	service terrible though	0
812	place overprice consistent boba really overpriced	0
813	pack	0
814	love place	1
815	say dessert yummy	1
816	food terrible	0
817	seasonal fruit fresh white peach puree	1
818	keep get bad bad officially	0
819	place honestly blow	0
820	definitely would eat	0
821	do waste money	0
822	love put food nice plastic container oppose cram little paper takeout box	1
823	crêpe delicate thin moist	1
824	awful service	0
825	ever go	0
826	food quality horrible	0
827	price think place would much rather go	0
828	service fair good	0
829	love sushi find kabuki overprice overhip underservice	0
830	do favor stay away dish	0
831	poor service	0
832	one table think food average worth wait	0
833	good service food ever maria server good friendly make day	1
834	excellent	1
835	pay bill tip feel server terrible job	0
836	lunch great experience	1
837	never bland food surprise consider article read focused much spice flavor	0
838	food way overpriced portion fuck small	0
839	recently try caballeros back every week since	1
840	buck head really expect well food	0
841	food come good pace	1
842	eat twice last visit especially enjoy salmon salad	1
843	back	0
844	could believe dirty oyster	0
845	place deserve star	0
846	would recommend place	0
847	fact go round star awesome	1
848	disbelief dish qualify bad version food ever taste	0
849	bad day low tolerance rude customer service people job nice polite wash dish otherwise	0
850	potato great biscuit	1
851	probably would go	0
852	flavorful perfect amount heat	1
853	price reasonable service great	1
854	wife hate meal coconut shrimp friend really enjoy meal either	0
855	fella get huevos ranchero look appealing	0
856	go happy hour great list wine	1
857	may say buffet pricey think get pay place get quite lot	1
858	probably come back	0
859	bad foodservice	0
860	place pretty good nice little vibe restaurant	1
861	talk great customer service course back	1
862	hot dish hot cold dish close room tempi watch staff prepare food bare hand gloveseverything deep fry oil	0
863	love fry bean	1
864	always pleasure deal	1
865	plethora salad sandwich everything try get seal approval	1
866	place awesome want something light healthy summer	1
867	sushi strip place go	1
868	service great even manager come help table	1
869	feel dining room college cooking course high class dining service slow good	0
870	start review two star edit give one	0
871	bad sushi ever eat besides costcos	0
872	excellent restaurant highlight great service unique menu beautiful setting	1
873	boyfriend sit bar completely delightful experience	1
874	weird vibe owner	0
875	hardly meat	0
876	well bagel grocery store	0
877	go place gyros	1
878	love ownerchef one authentic japanese cool dude	1
879	burger good pizza use amazing doughy flavorless	0
880	find six inch long piece wire salsa	0
881	service terrible food mediocre	0
882	definately enjoy	1
883	order albondigas soup warm taste like tomato soup frozen meatball	0
884	three different occasion ask well medium well three time get bloody piece meat plate	0
885	two bite refuse eat anymore	0
886	service extremely slow	0
887	minute wait get table	0
888	seriously killer hot chai latte	1
889	allergy warning menu waitress absolutely clue meal contain peanut	0
890	boyfriend try mediterranean chicken salad fall love	1
891	rotate beer tap also highlight place	1
892	pricing bit concern mellow mushroom	0
893	bad thai ever	0
894	stay vegas must get breakfast least	1
895	want first say server great perfect service	1
896	pizza selection good	1
897	strawberry tea good	1
898	highly unprofessional rude loyal patron	0
899	overall great experience	1
900	spend money elsewhere	0
901	regular toasted bread equally satisfy occasional pat butter mmmm	1
902	buffet bellagio far anticipate	0
903	drink weak people	0
904	order correct	0
905	also feel like chip buy make house	0
906	disappointing dinner go elsewhere dessert	0
907	chip sal amazing	1
908	return	0
909	new fav vegas buffet spot	1
910	seriously believe owner many unexperienced employee run around like chicken head cut	0
911	sad	0
912	feel insult disrespect could talk judge another human like	0
913	call steakhouse properly cook steak understand	0
914	impressed concept food	0
915	thing crazy guacamole like purée	0
916	really nothing postino hope experience well	0
917	get food poisoning buffet	0
918	bring fresh batch fry think yay something warm	0
919	should hilarious yummy christmas eve dinner remember big fail entire trip	0
920	needless say go back anytime soon	0
921	place disgusting	0
922	every time eat see care teamwork professional degree	1
923	ri style calamari joke	0
924	however much garlic fondue barely edible	0
925	could barely stomach meal complain business lunch	0
926	bad lose heart finish	0
927	also take forever bring check ask	0
928	one make scene restaurant get itdefinitely lose love one	0
929	disappointing experience	0
930	food par dennys say good	0
931	want wait mediocre food downright terrible service place	0
932	waaaaaayyyyyyyyyy rate say	0
933	go back	0
934	place fairly clean food simply worth	0
935	place lack style	0
936	sangria half glass wine full ridiculous	0
937	bother come	0
938	meat pretty dry slice brisket pull pork	0
939	building seem pretty neat bathroom pretty trippy would eat	0
940	equally awful	0
941	probably hurry go back	0
942	slow seat even reservation	0
943	good stretch imagination	0
944	cashew cream sauce bland vegetable undercooke	0
945	chipolte ranch dip sause tasteless seem thin water heat	0
946	bit sweet really spicy enough lack flavor	0
947	disappointed	0
948	place horrible way overprice	0
949	maybe vegetarian fare twice think average good	0
950	busy know	0
951	table outside also dirty lot time worker always friendly helpful menu	0
952	ambiance feel like buffet setting douchey indoor garden tea biscuit	0
953	con spotty service	0
954	fry hot neither burger	0
955	come back cold	0
956	food come disappointment ensue	0
957	real disappointment waiter	0
958	husband say rude even apologize bad food anything	0
959	reason eat would fill night binge drink get carb stomach	0
960	insult profound deuchebaggery go outside smoke break serve solidify	0
961	someone order two taco think may part customer service ask combo ala cart	0
962	quite disappointed although blame need place door	0
963	rave review could wait eat herewhat disappointment	0
964	del taco pretty nasty avoid possible	0
965	hard make decent hamburger	0
966	like	0
967	hell go back	0
968	get much well service pizza place next door service receive restaurant	0
969	know big deal place back yaall	0
970	immediately say want talk manager want talk guy shot fireball behind bar	0
971	ambiance much well	0
972	unfortunately set disapppointment entree	0
973	food good	0
974	server suck wait correction server heimer suck	0
975	happen next prettyoff put	0
976	bad cause know family really want like place	0
977	overprice get	0
978	vomit bathroom mid lunch	0
979	keep look time soon become minute yet still food	0
980	place eat circumstance would ever return top list	0
981	start tuna sashimi brownish color obviously fresh	0
982	food average	0
983	sure beat nachos movie would expect little bit come restaurant	0
984	ha long bay bit flop	0
985	problem charge sandwich big subway sub offer well amount vegetable	0
986	shrimp unwrap live mile brushfire literally ice cold	0
987	lack flavor seem undercooked dry	0
988	really impressive place close	0
989	would avoid place stay mirage	0
990	refried bean come meal dry crusty food bland	0
991	spend money time place else	0
992	lady table next find live green caterpillar salad	0
993	presentation food awful	0
994	tell disappointed	0
995	think food flavor texture lack	0
996	appetite instantly go	0
997	overall impressed would go back	0
998	whole experience underwhelming think well go ninja sushi next time	0
999	waste enough life pour salt wound draw time take bring check	0
